,Name,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Year
18386,Super Neptunia RPG,PS4,Idea Factory International,Idea Factory,6.433333333333334,6.266666666666667,0.01,2019.0
18387,Mega Man X Legacy Collection 1,PS4,Capcom,Capcom,6.866666666666667,7.266666666666667,0.01,2018.0
18388,Monkey Madness: Island Escape,DS,Storm City Games,Storm City Games,8.433333333333334,8.1,0.01,2010.0
18389,Nodame Cantabile,PS2,Banpresto,Banpresto,6.766666666666666,8.066666666666666,0.01,2007.0
18390,Axiom Verge,PSV,Thomas Happ Games,Thomas Happ Games,7.966666666666666,7.966666666666666,0.01,2015.0
18391,Rayman Raving Rabbids,PC,Ubisoft,Ubisoft Bulgaria,8.233333333333333,7.7,0.01,2006.0
18392,DoDonPachi Saidaioujou,X360,Cave,Cave,5.6000000000000005,8.233333333333333,0.01,2013.0
18393,Last Escort: Club Katze,PS2,D3 Publisher,Vingt-et-un Systems,6.066666666666666,7.466666666666666,0.01,2010.0
18394,1/2 Summer +,PSP,Kaga Create,Unknown,7.666666666666667,6.733333333333334,0.01,2013.0
18395,UEFA Champions League 2006-2007,PSP,EA Sports,EA Canada,7.9,7.900000000000001,0.01,2007.0
18396,Winning Post 7 Maximum 2008,PS3,KOEI,Koei,8.433333333333334,7.7,0.01,2008.0
18397,Brave: The Video Game,DS,Disney Interactive Studios,Behaviour Interactive Inc.,5.366666666666667,7.233333333333334,0.01,2012.0
18398,Pippa Funnell 2: Farm Adventures,DS,Ubisoft,DTP Entertainment,7.099999999999999,7.766666666666667,0.01,2007.0
18399,Irotoridori no Sekai: World's End Re-Birth,PSV,HuneX,Unknown,5.633333333333333,6.3,0.01,2015.0
18400,PDC World Championship Darts 2009,Wii,Oxygen Interactive,Rebellion Developments,8.533333333333333,7.033333333333334,0.01,2009.0
18401,Tears to Tiara: Kakan no Daichi Portable,PSP,Aquaplus,Aquaplus,8.266666666666667,7.599999999999999,0.01,2010.0
18402,Black Wolves Saga: Weiss und Schwarz,PSV,Idea Factory,Idea Factory,5.533333333333334,6.766666666666667,0.01,2017.0
18403,Codename: Panzers Phase Two,PC,CDV Software Entertainment,Stormregion,6.8,7.400000000000001,0.01,2005.0
18404,Football Manager Live,PC,Sega,Sports Interactive,7.599999999999999,5.8,0.01,2009.0
18405,Serious Sam II,PC,2K Games,Croteam,8.2,5.599999999999999,0.01,2005.0
18406,Monster Rancher Advance 2,GBA,Tecmo,Tecmo / Graphic Research,5.766666666666667,8.1,0.01,2002.0
18407,Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu,DS,Arc System Works,WorkJam,6.5,6.133333333333333,0.01,2009.0
18408,Killer and Strawberry,PSV,Broccoli,Broccoli,8.133333333333335,6.966666666666666,0.01,2018.0
18409,Ostwind/Windstorm,PC,EuroVideo Medien,EuroVideo Medien,7.599999999999999,7.233333333333333,0.01,2017.0
18410,Skullgirls: 2nd Encore,PSV,Arc System Works,Lab Zero Games,7.6,8.3,0.01,2016.0
18411,Dr. Slump & Arale-Chan,DS,Namco Bandai,Bandai Namco Games,6.433333333333333,7.666666666666667,0.01,2008.0
18412,Umineko no Naku Koro ni Portable 1,PSP,Alchemist,Alchemist,7.433333333333334,7.133333333333333,0.01,2011.0
18413,Festa!! Hyper Girls Party,PS2,KID,KID Corporation,6.633333333333333,7.8,0.01,2006.0
18414,Geten no Hana: Yume Akari,PSP,Tecmo Koei,Unknown,7.1000000000000005,7.1000000000000005,0.01,2014.0
18415,Hakoniwa Company Works,PS4,Nippon Ichi Software,Nippon Ichi Software,7.566666666666667,6.966666666666666,0.01,2017.0
18416,Unreal Tournament 2003,PC,Atari,Digital Extremes,9.0,7.3999999999999995,0.01,2002.0
18417,Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,DS,Benesse,Benesse,7.800000000000001,6.966666666666666,0.01,2008.0
18418,Game Book DS: Sword World 2.0,DS,Broccoli,Broccoli,7.7,7.166666666666667,0.01,2009.0
18419,Vanark,PS,Jaleco,Jaleco,8.0,7.400000000000001,0.01,2000.0
18420,Digger Simulator,PC,Excalibur Publishing Limited,Astragon,7.533333333333334,7.6000000000000005,0.01,2011.0
18421,WTA Tour Tennis,XB,Konami,Konami,4.0,7.8999999999999995,0.01,2002.0
18422,Jewel Quest II,PC,iWin,iWin,7.133333333333333,6.666666666666667,0.01,2007.0
18423,Doki-Doki Universe,PSV,Sony Computer Entertainment,HumaNature Studios,7.0,5.5,0.01,2013.0
18424,Furious Karting,XB,Atari,Babylon Software,6.0,7.366666666666667,0.01,2003.0
18425,Pet Shop Monogatari DS 2,DS,Taito,Taito Corporation,8.133333333333333,6.666666666666667,0.01,2010.0
18426,World Election,PSV,Piacci,Piacci,6.933333333333334,7.433333333333334,0.01,2017.0
18427,Chokkan! Asonde Relaxuma,DS,Rocket Company,Rocket Company,7.466666666666666,5.533333333333334,0.01,2008.0
18428,Blitzkrieg 2 Anthology,PC,Ascaron Entertainment,Nival Interactive,5.5,7.366666666666667,0.01,2008.0
18429,Hot Wheels: Stunt Track Challenge / World Race,GBA,"Destination Software, Inc",Razorback Developments,6.066666666666666,7.6000000000000005,0.01,2006.0
18430,Kiniro no Corda 3,3DS,Tecmo Koei,Koei,6.766666666666667,7.633333333333333,0.01,2015.0
18431,Accel World: Kasoku no Chouten,PSP,Namco Bandai Games,Bandai Namco Games,6.866666666666667,7.3999999999999995,0.01,2013.0
18432,Mega Man X Legacy Collection 1,NS,Capcom,Capcom,7.0,7.433333333333334,0.01,2018.0
18433,Minna no Conveni,DS,Taito,Taito Corporation,7.533333333333334,7.333333333333333,0.01,2010.0
18434,Shadow Tactics: Blades of the Shogun,XOne,Kalypso Media,Mimimi Productions,7.466666666666666,7.766666666666667,0.01,2017.0
18435,SoulCalibur Legends (JP sales),Wii,Namco Bandai,Project Soul,7.033333333333334,7.066666666666667,0.01,2007.0
18436,Izumo 2,PS2,GN Software,GN Software,7.766666666666666,6.433333333333334,0.01,2006.0
18437,Smiley World: Island Challenge,DS,Zoo Digital Publishing,Zoo Games silver,8.833333333333334,8.266666666666667,0.01,2009.0
18438,Bratz: Forever Diamondz,PS2,THQ,Blitz Games,4.533333333333333,6.366666666666667,0.01,2006.0
18439,Entaku no Seito: Students of Round,X360,ChunSoft,Experience Inc.,5.533333333333334,7.766666666666667,0.01,2011.0
18440,Curse of the Amsterdam Diamond,DS,Easy Interactive,Youda Games,6.333333333333333,7.966666666666666,0.01,2012.0
18441,Isshoni Gohan. Portable,PSP,Boost On,Unknown,6.2,7.433333333333334,0.01,2013.0
18442,PC Engine Best Collention: Ginga Ojousama Densetsu Collection,PSP,Hudson Soft,RED Entertainment,6.766666666666667,8.333333333333334,0.01,2008.0
18443,King of Fighters 2002: Unlimited Match Tougeki Ver.,PS2,SNK Playmore,SNK Playmore Corporation,7.7,7.533333333333334,0.01,2010.0
18444,Malice,XB,Mud Duck Productions,Argonaut Games,5.8,7.533333333333332,0.01,2004.0
18445,My Little Baby,DS,CDV Software Entertainment,Raylight Studios,6.199999999999999,5.533333333333334,0.01,2008.0
18446,htoL #NiQ: Hotaru no Nikki,PSV,NIS America,Unknown,6.2,6.833333333333333,0.01,2015.0
18447,Order Up!!,3DS,Ignition Entertainment,SuperVillain Studios,7.2,6.5,0.01,2012.0
18448,Tamagotchi no Puchi Puchi Omisechi: Ninki no Omise Atsume Maseta,3DS,Bandai Namco Games,Bandai Namco Games,6.233333333333333,4.266666666666667,0.01,2017.0
18449,Rosario to Vampire: Tanabata no Miss Youkai Gakuen,DS,Capcom,Capcom,6.833333333333333,6.633333333333333,0.01,2008.0
18450,Big Buck Hunter Arcade,NS,GameMill Entertainment,GameMill Entertainment,5.7,8.700000000000001,0.01,2018.0
18451,Captain Morgane and the Golden Turtle,Wii,Reef Entertainment,WizarBox,7.366666666666667,7.8,0.01,2012.0
18452,Ouka Sengoku Portable,PSP,Alchemist,Unknown,7.466666666666666,6.533333333333334,0.01,2012.0
18453,Wallace & Gromit: Curse of the Were-Rabbit,XB,Konami,Frontier Developments,5.8,7.0,0.01,2005.0
18454,London Detective Mysteria,PSV,Xseed Games,Karin Entertainment,6.8999999999999995,9.0,0.01,2018.0
18455,Mercenaries Saga Chronicles,NS,PM Studios,"Rideon Japan, Inc.",6.8,7.2,0.01,2018.0
18456,Shepherd's Crossing,PSP,Graffiti,Success,6.866666666666667,7.833333333333333,0.01,2010.0
18457,Billion Road,NS,Bandai Namco Games,Bandai Namco Games,7.1000000000000005,7.566666666666667,0.01,2018.0
18458,Tactics Layer: Ritina Guard Senki,DS,D3 Publisher,Ninja Studio,4.833333333333333,5.433333333333334,0.01,2009.0
18459,Dark Parables: The Exiled Prince,PC,Unknown,Blue Tea Games,6.166666666666667,5.833333333333333,0.01,2011.0
18460,Marginal 4: Road to Galaxy,PSV,Idea Factory,Idea Factory,6.8999999999999995,8.299999999999999,0.01,2017.0
18461,San-X Character Channel: All-Star Daishuugou!,DS,MTO,MTO,8.333333333333334,7.333333333333333,0.01,2008.0
18462,Fuun Shinsengumi Bakumatsuden Portable,PSP,Unknown,From Software,5.0,7.766666666666666,0.01,2013.0
18463,Sega Golf Club: Miyazato San Kyoudai Naizou,PS3,Sega,Sega,7.900000000000001,7.533333333333334,0.01,2006.0
18464,DJ Max Respect,PS4,Arc System Works,DJMAX Sound Lab Team,7.566666666666667,7.7,0.01,2017.0
18465,Rozen Maiden: Gebetgarten,PS2,Taito,Taito Corporation,6.833333333333333,7.333333333333333,0.01,2007.0
18466,A-Train 3D: City Simulator Neo,3DS,ArtDink,ArtDink,6.3999999999999995,6.966666666666666,0.01,2016.0
18467,Princess Arthur,PSP,Idea Factory,Unknown,8.166666666666666,6.6000000000000005,0.01,2013.0
18468,Sakura-Sou no Pet na Kanojo,PSP,Kadokawa Games,Unknown,6.733333333333333,7.366666666666667,0.01,2013.0
18469,Fatal Fury: Battle Archives Volume 2 (JP sales),PS2,SNK Playmore,SNK Playmore Corporation,5.933333333333334,7.966666666666666,0.01,2008.0
18470,Far Cry 3: Classic Edition,PS4,Ubisoft,Ubisoft Montreal,8.033333333333333,7.6000000000000005,0.01,2018.0
18471,Satisfashion,Wii,Destineer,"eGames, Inc.",6.266666666666667,7.366666666666667,0.01,2010.0
18472,Tantei Jinguuji Saburo: Hai to Diamond,PSP,Arc System Works,WorkJam,6.5,6.133333333333333,0.01,2009.0
18473,Toro to Morimori,PS3,Sony Computer Entertainment,SCEI,7.366666666666667,8.0,0.01,2009.0
18474,DiRT 4,PC,Deep Silver,Codemasters,7.8,5.5,0.01,2017.0
18475,Legend of Kay Anniversary,WiiU,Nordic Games,Nordic Games,6.7,6.9,0.01,2015.0
18476,Metal Slug Anthology,PS2,SNK Playmore,Terminal Reality,7.9,7.0,0.01,2007.0
18477,Adventure Time: The Secret of the Nameless Kingdom,X360,Little Orbit,Way Forward,6.3999999999999995,6.533333333333334,0.01,2014.0
18478,K-1 Grand Prix,PS,Jaleco,Xing Entertainment,3.0,7.3999999999999995,0.01,2000.0
18479,Shorts,DS,Majesco,Artificial Mind and Movement,6.0,7.066666666666666,0.01,2009.0
18480,IL-2 Sturmovik,PC,Ubisoft,1C Maddox Games,8.3,6.3999999999999995,0.01,2001.0
18481,Rave Master: Special Attack Force!,GBA,Konami,Konami Computer Entertainment Japan,6.466666666666666,6.933333333333334,0.01,2005.0
18482,Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono,PS2,D3 Publisher,Tamsoft,5.8,5.3,0.01,2007.0
18483,The Town of Light,XOne,THQ Nordic,LKA,6.0,6.9,0.01,2017.0
18484,AKB1/48: Idol to Guam de Koishitara...,X360,Bandai Namco Games,Bandai Namco Games,6.366666666666667,6.966666666666666,0.01,2011.0
18485,Casper,GBA,Microids,Planet Interactive,5.5,8.066666666666666,0.01,2002.0
18486,Brain Exercise with Dr. Kawashima,PC,Namco Bandai,Namco Tales Studio,7.233333333333333,7.866666666666667,0.01,2009.0
18487,Virtua Tennis 3,PC,Sega,Sumo Digital,7.566666666666666,7.633333333333334,0.01,2007.0
18488,Hakuoki: Reimeiroku DS,DS,Idea Factory,Idea Factory,7.733333333333334,6.3999999999999995,0.01,2012.0
18489,Ro-Kyu-Bu! Secret Photo Op,PSV,Kadokawa Games,Unknown,7.2,7.166666666666667,0.01,2014.0
18490,Caladrius,X360,Moss,Moss,7.533333333333334,8.066666666666668,0.01,2013.0
18491,Duel Love: Koisuru Otome wa Shouri no Megami,DS,Namco Bandai,Bandai Namco Games,7.266666666666666,7.8,0.01,2008.0
18492,Super Robot Monkey Team: Game Boy Advance Video Volume 1,GBA,Majesco,Majesco Games,6.666666666666667,7.433333333333334,0.01,2005.0
18493,Freekstyle,GBA,DSI Games,Full Fat,7.2,5.033333333333334,0.01,2003.0
18494,Aa Megami-samaa,PS2,Marvelous Interactive,Marvelous Interactive,5.133333333333334,5.033333333333334,0.01,2007.0
18495,Battle Worlds: Kronos,PC,KING Art Games,KING Art Games,7.1,7.1,0.01,2013.0
18496,Bunmei Kaika: Aoiza Ibunroku Saien,PSP,FuRyu Corporation,Unknown,4.2,6.733333333333334,0.01,2012.0
18497,Groovin' Blocks,Wii,Zoo Games,Empty Clip Studios,7.6,6.066666666666666,0.01,2009.0
18498,Marvel: Ultimate Alliance,PC,Activision,Raven Software,8.4,6.766666666666666,0.01,2006.0
18499,Tomoyo After: It's a Wonderful Life CS Edition,PS2,Prototype,Key,6.533333333333334,6.3,0.01,2007.0
18500,Flashback,PS4,Microids,Paul Cuisset,7.766666666666667,8.133333333333333,0.01,2018.0
18501,Bakumatsu Rock,PSP,Marvelous Entertainment,Unknown,7.0,7.066666666666666,0.01,2014.0
18502,Double Pack Tomb Raider: Legend / Anniversary,PSP,Eidos Interactive,Buzz Monkey / Crystal Dynamics,8.700000000000001,6.766666666666667,0.01,2009.0
18503,Far East of Eden II: Manji Maru,DS,Hudson Soft,Suzak,7.7,6.466666666666666,0.01,2006.0
18504,Spider-Man: Friend or Foe,PC,Activision,Beenox,5.6,6.366666666666667,0.01,2007.0
18505,Family Jockey,Wii,Namco Bandai,Bandai Namco Games,6.666666666666667,6.233333333333333,0.01,2008.0
18506,Thunder Alley,GBA,XS Games,Pronto Games,2.0,7.033333333333334,0.01,2004.0
18507,Occultic;Nine,PSV,5pb,5pb. Inc.,5.6000000000000005,7.466666666666666,0.01,2017.0
18508,Resistance Dual Pack,PS3,Sony Computer Entertainment,Insomniac Games,8.433333333333334,8.833333333333332,0.01,2011.0
18509,Goat Simulator: The Bundle,XOne,Koch Media,Coffee Stain Studios,8.433333333333332,7.3999999999999995,0.01,2016.0
18510,Harry Potter and the Chamber of Secrets,PC,Electronic Arts,KnowWonder,8.0,7.266666666666667,0.01,2002.0
18511,Jake Hunter Detective Story: Prism of Eyes,PS4,Arc System Works,Arc System Works,3.6333333333333333,6.566666666666667,0.01,2018.0
18512,Nyaruko-San: Nafushigatai Game no You na Mono,PSV,5pb,Unknown,7.466666666666666,6.233333333333333,0.01,2013.0
18513,Sengoku Basara 2 Heroes,Wii,Capcom,Capcom,6.566666666666666,5.6000000000000005,0.01,2007.0
18514,Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX,PS2,Datam Polystar,Datam Polystar,6.8999999999999995,6.7,0.01,2007.0
18515,Victory Spike,PS,Imagineer,Imagineer,7.633333333333333,7.133333333333333,0.01,1996.0
18516,Double Sequence: The Q-Virus Invasion,DS,"Destination Software, Inc",Next Wave Team,6.833333333333333,8.666666666666666,0.01,2008.0
18517,Brothers in Arms: Furious 4,X360,Ubisoft,Gearbox Software,6.333333333333333,5.733333333333334,0.01,2012.0
18518,Banjo-Kazooie,XBL,Microsoft Game Studios,4J Studios,7.0,6.333333333333333,0.01,2008.0
18519,Densetsu no Yuusha no Densetsu: Legendary Saga,PSP,Kadokawa Shoten,Kadokawa Shoten,4.833333333333333,5.566666666666666,0.01,2010.0
18520,Hi Hi Puffy AmiYumi: The Genie & the Amp,DS,D3 Publisher,Sensory Sweep Studios,4.6000000000000005,7.8999999999999995,0.01,2006.0
18521,Zero no Tsukaima: Maigo no Period to Ikusen no Symphony,PS2,Marvelous Interactive,Marvelous Interactive,6.366666666666667,8.799999999999999,0.01,2008.0
18522,Hotel Transylvania 3: Monsters Overboard,NS,Outright Games,Torus Games,6.5,8.6,0.01,2018.0
18523,Nora to Koujo to Noraneko Heart,PSV,Harukaze,Harukaze,6.633333333333333,4.266666666666667,0.01,2017.0
18524,BlazBlue: Calamity Trigger,PC,"H2 Interactive Co., Ltd.",Arc System Works,5.433333333333334,6.5,0.01,2014.0
18525,Hiiro no Kakera: Shin Tamayori Hime Denshou Portable,PSP,Idea Factory,Idea Factory,6.8999999999999995,7.5,0.01,2010.0
18526,Tempest 4000,PS4,Atari,Llamasoft,7.5,4.8,0.01,2018.0
18527,Kao the Kangaroo,GBA,Titus,Titus Software,3.9,6.066666666666666,0.01,2001.0
18528,The Elder Scrolls Online: Summerset,PC,Bethesda Softworks,ZeniMax Online Studios,8.3,5.6,0.01,2018.0
18529,Builder's Block,PS,Jaleco,Taito Corporation,6.066666666666666,6.866666666666667,0.01,2000.0
18530,Stardust Amazoness,3DS,Arc System Works,Arc System Works,8.366666666666667,6.933333333333333,0.01,2013.0
18531,F.E.A.R. Perseus Mandate,PC,Sierra Entertainment,TimeGate,5.9,6.533333333333334,0.01,2007.0
18532,Mahjong Taikai IV,PS3,KOEI,Koei,7.0,7.333333333333333,0.01,2006.0
18533,BattleForge,PC,Electronic Arts,EA Phenomic,6.6,7.033333333333334,0.01,2009.0
18534,Atelier: The Alchemist of Arland 1-2-3 DX,PS4,Koei Tecmo,Gust,7.2,8.033333333333333,0.01,2018.0
18535,Battle Worlds: Kronos,PS4,Nordic Games,KING Art Games,6.166666666666667,7.566666666666666,0.01,2016.0
18536,Gokuhou!! Mecha Mote Iinchou: Girls Motekawa Box,DS,Konami,Konami,7.366666666666667,6.8999999999999995,0.01,2009.0
18537,MotoGP 14,PSV,Namco Bandai Games,Milestone S.r.l.,7.766666666666667,5.1000000000000005,0.01,2014.0
18538,Ultraman Fighting Evolution 0,PSP,Banpresto,Banpresto,7.566666666666666,7.133333333333333,0.01,2006.0
18539,Aquaman: Battle for Atlantis,GC,TDK Mediactive,Lucky Chicken,2.4,5.0,0.01,2003.0
18540,Project Highrise: Architect's Edition,XOne,Kalypso Media,SomaSim,8.333333333333334,6.266666666666666,0.01,2018.0
18541,Small Town Terrors - Galdor's Bluff,PC,GSP,GSP,6.1000000000000005,7.2,0.01,2016.0
18542,Fate/kaleid liner Prisma Illya,3DS,Kadokawa Games,Kadokawa Games,7.0,7.566666666666666,0.01,2014.0
18543,Jinsei Game Q DS: Shouwa no Dekigoto,DS,Takara Tomy,Takara Tomy,5.666666666666667,6.033333333333332,0.01,2007.0
18544,Strider (2014),PS3,Capcom,Double Helix Games,6.833333333333333,7.3,0.01,2014.0
18545,Doraemon Wii: Himitsu Douguou Ketteisen!,Wii,Sega,Sega,7.833333333333333,9.4,0.01,2007.0
18546,Goku Makaimura Kai,PSP,Capcom,Capcom,7.0,7.833333333333333,0.01,2007.0
18547,Dragon's Dogma Online: Season 3,PS4,Capcom,Capcom,7.8,8.2,0.01,2017.0
18548,No Fate! Only the Power of Will,X360,Alchemist,Alchemist,4.966666666666667,7.466666666666666,0.01,2010.0
18549,Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita,PS3,Nippon Ichi Software,Nippon Ichi Software,6.966666666666666,8.633333333333335,0.01,2009.0
18550,Mystery Legends: Beauty and the Beast,PC,Focus Multimedia,Big Fish Games,6.8999999999999995,7.833333333333333,0.01,2012.0
18551,This Is the Police 2,NS,THQ Nordic,Weappy Studio,6.133333333333333,5.900000000000001,0.01,2018.0
18552,Amnesia Later,PSV,Idea Factory,Idea Factory,7.966666666666666,7.966666666666666,0.01,2014.0
18553,Simple DS Series Vol. 41: The Bakudan Shori-Han,DS,D3 Publisher,Tomcat System,6.2,5.233333333333333,0.01,2008.0
18554,Naxat Soft Reachmania Vol. 1: CR Galaxy Angel,PS2,Naxat Soft,Naxat Soft,8.033333333333333,7.733333333333334,0.01,2008.0
18555,"Hanayaka Kana, Ware ga Ichizoku",PSP,Idea Factory,Idea Factory,6.833333333333333,7.0,0.01,2010.0
18556,Mamoru-kun wa Norowarete Shimatta!,X360,G.Rev,Gulti,7.166666666666667,5.699999999999999,0.01,2009.0
18557,Rail Simulator,PC,Electronic Arts,Kuju Entertainment,7.0,5.3999999999999995,0.01,2008.0
18558,Myself; Yourself,PS2,Yeti,Yeti,7.0,6.366666666666666,0.01,2007.0
18559,Sengoku Hime 2 Arashi: Hyakubana Senran Tatsukaze no Gotoku,PSP,System Soft,System Soft,6.8999999999999995,7.733333333333333,0.01,2010.0
18560,Dokuro,PSV,GungHo,Unknown,8.8,7.9,0.01,2012.0
18561,Starry Sky: Spring Stories,PSV,honeybee,Unknown,7.433333333333334,6.033333333333334,0.01,2016.0
18562,To Heart Portable,PSP,Aquaplus,Aqua Plus,6.5,6.7,0.01,2011.0
18563,Slide Adventure: Mag Kid,DS,Nintendo,Agenda,5.833333333333333,6.0,0.01,2007.0
18564,Smuggler's Run,GBA,"Destination Software, Inc",Rebellion Developments,6.833333333333333,5.966666666666666,0.01,2002.0
18565,Jan Sangoku Musou,PS2,KOEI,Koei,8.466666666666667,7.566666666666666,0.01,2006.0
18566,Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,PS2,Alchemist,Alchemist,5.900000000000001,6.933333333333334,0.01,2007.0
18567,Fatal Fury: Battle Archives Volume 1 (JP sales),PS2,SNK Playmore,SNK Playmore Corporation,5.933333333333334,7.966666666666666,0.01,2007.0
18568,Rakushou! Pachi-Slot Sengen 6: Rio 2 Cruising Vanadis,PS2,Tecmo,Net Corporation,5.666666666666667,7.466666666666666,0.01,2009.0
18569,Tiger Woods PGA Tour 2005,PC,EA Sports,Headgate Studios,9.0,8.066666666666668,0.01,2004.0
18570,CT Special Forces 2: Back in the Trenches,GBA,Hip Interactive,LSP,7.4,8.566666666666666,0.01,2004.0
18571,Kamaitachi no Yoru 2: Tokubetsu Hen,PSP,ChunSoft,ChunSoft,3.1999999999999997,6.5,0.01,2006.0
18572,Root Double: Before Crime * After Days,X360,Yeti,Yeti,8.4,6.899999999999999,0.01,2012.0
18573,Deus Ex,PC,Eidos Interactive,Ion Storm,9.2,5.8999999999999995,0.01,2000.0
18574,Inversion,PC,Namco Bandai,Saber Interactive,5.5,8.0,0.01,2012.0
18575,Pro Evolution Soccer 2018,PC,Konami Digital Entertainment,Konami Digital Entertainment,8.1,7.0,0.01,2017.0
18576,Capcom Beat 'Em Up Bundle,PS4,Capcom,Capcom,7.1,4.2,0.01,2018.0
18577,Cities: Skylines Snowfall,PC,Paradox Development,Colossal Order,7.8,8.266666666666667,0.01,2016.0
18578,ef - a fairy tale of the two.,PS2,Comfort,minori,5.733333333333334,7.133333333333333,0.01,2010.0
18579,FairlyLife: MiracleDays,PSP,Piacci,Piacci,6.2,7.6000000000000005,0.01,2010.0
18580,Hotel Giant DS,DS,Nobilis,Enlight Software,6.333333333333333,7.3,0.01,2008.0
18581,Death Connection Portable,PSP,Idea Factory,Idea Factory,5.866666666666667,5.966666666666666,0.01,2011.0
18582,Surf's Up,GC,Ubisoft,Ubisoft Montreal,5.966666666666666,6.8,0.01,2007.0
18583,TimeShift,PC,Sierra Entertainment,Saber Interactive,7.6,8.333333333333334,0.01,2007.0
18584,Rainbow Islands: Revolution,PSP,Codemasters,Ignition Entertainment,8.233333333333333,5.8999999999999995,0.01,2008.0
18585,Dungeons & Dragons: Neverwinter Nights - Complete,PC,Atari,Various,8.200000000000001,8.0,0.01,2011.0
18586,Rakushou! Pachi-Slot Sengen 4,PS2,Tecmo,Net Corporation,5.666666666666667,7.466666666666666,0.01,2006.0
18587,Moe Moe 2-Ji Daisenryaku 2,PSP,System Soft,System Soft,8.433333333333334,8.1,0.01,2010.0
18588,Transformers: Prime,Wii,Activision,Now Production,7.633333333333333,7.466666666666666,0.01,2012.0
18589,"Kono Oozora ni, Tsubasa o Hirogete: Cruise Sign",PSV,5pb,Unknown,7.5,7.3999999999999995,0.01,2016.0
18590,Sonic & Sega All-Stars Racing Transformed,PC,Sega,Sumo Digital,8.066666666666668,7.366666666666667,0.01,2014.0
18591,Tsuyo Kiss 3 Portable,PSP,NetRevo,Unknown,7.166666666666667,7.466666666666666,0.01,2012.0
18592,Conflict: Denied Ops,PC,Eidos Interactive,Pivotal Games,4.0,6.1000000000000005,0.01,2008.0
18593,Moto Racer Advance,GBA,Ubisoft,Adeline Software,9.0,7.099999999999999,0.01,2002.0
18594,Duel Masters: Shadow of the Code,GBA,Atari,Mistic Software,6.8,5.8999999999999995,0.01,2005.0
18595,Real Crimes: The Unicorn Killer,DS,Unknown,Licensed 4U,7.066666666666666,8.533333333333333,0.01,2011.0
18596,Colin McRae Rally 04,PC,Codemasters,Codemasters,8.8,8.200000000000001,0.01,2004.0
18597,Freaky Flyers,GC,Midway Games,Midway Games,7.0,8.366666666666667,0.01,2003.0
18598,Titan Quest,NS,THQ Nordic,Iron Lore Entertainment,6.5,6.5,0.01,2018.0
18599,Army Men: Air Combat - The Elite Missions,GC,3DO,3DO,3.8,7.7,0.01,2003.0
18600,Happy Dance Collection,Wii,Namco Bandai,Bandai Namco Games,6.0,7.666666666666667,0.01,2008.0
18601,Rally Championship,GC,Conspiracy Entertainment,Warthog,7.933333333333334,6.8,0.01,2003.0
18602,Bakumatsu Rock: Ultra Soul,PSP,Marvelous Interactive,Marvelous Interactive,6.566666666666666,7.533333333333334,0.01,2014.0
18603,Championship Manager 2010,PC,Eidos Interactive,Beautiful Game Studios,7.333333333333333,6.666666666666667,0.01,2009.0
18604,Musou Tourou,PSP,Nippon Ichi Software,FOG (Full On Games),6.933333333333334,7.533333333333334,0.01,2009.0
18605,Gakuen Hetalia,DS,Idea Factory,Idea Factory,5.566666666666666,6.566666666666666,0.01,2012.0
18606,Really? Really! DS,DS,Kadokawa Shoten,Kadokawa Shoten,6.400000000000001,6.466666666666666,0.01,2009.0
18607,Daiya no Kuni no Alice: Wonderful Mirror World,PSP,Quinrose,Unknown,7.1000000000000005,7.8,0.01,2013.0
18608,Fallout 3: Game of the Year Edition,PC,Bethesda Softworks,Bethesda Softworks,8.533333333333333,4.333333333333333,0.01,2009.0
18609,Touch Detective 3: Does Funghi Dream of Bananas?,3DS,Success,Success,7.400000000000001,7.166666666666667,0.01,2014.0
18610,Jam Sessions: Sing and Play Guitar (jp sales),DS,Ubisoft,Plato,7.1000000000000005,6.6000000000000005,0.01,2007.0
18611,Tringo,GBA,Crave Entertainment,Crave,7.466666666666666,5.966666666666666,0.01,2006.0
18612,RalliSport Challenge (JP sales),XB,Microsoft,Digital Illusions,8.2,7.3999999999999995,0.01,2002.0
18613,Apollo Justice: Ace Attorney,3DS,Capcom,Capcom,7.7,7.8,0.01,2017.0
18614,Element Hunter,DS,Namco Bandai,Bandai Namco Games,7.599999999999999,7.733333333333333,0.01,2009.0
18615,Jambo! Safari Animal Rescue,DS,Sega,Full Fat,7.900000000000001,7.5,0.01,2010.0
18616,Nari Kids Park: Hugtto! PreCure,NS,Bandai Namco Games,Bandai Namco Games,6.933333333333334,6.8999999999999995,0.01,2018.0
18617,Rondo of Swords (jp sales),DS,Atlus,Success,7.3,5.866666666666667,0.01,2008.0
18618,Ultraman Fighting Evolution 3,PS2,Banpresto,Banpresto,7.566666666666666,7.133333333333333,0.01,2004.0
18619,The Humans: Meet the Ancestors!,DS,Deep Silver,Blue Monkey Studios,8.200000000000001,8.1,0.01,2009.0
